WP_032398796.1	WP_032398796.1
WP_209042010.1	WP_209042010.1
WP_141493580.1	WP_141493580.1
WP_130052619.1	WP_130052619.1
WP_150034168.1	WP_150034168.1
WP_086134187.1	WP_086134187.1
WP_086134187.1	WP_077732400.1
WP_059361155.1	WP_059361155.1
WP_059361155.1	WP_129823579.1
WP_141429190.1	WP_141429190.1
WP_141429190.1	WP_131501929.1
WP_170240339.1	WP_170240339.1
WP_151863664.1	WP_151863664.1
WP_151863664.1	WP_209796310.1
WP_151863664.1	WP_153570385.1
WP_004822440.1	WP_004822440.1
WP_203649299.1	WP_203649299.1
WP_174484097.1	WP_174484097.1
WP_012102903.1	WP_012102903.1
WP_073234058.1	WP_073234058.1
WP_073234058.1	WP_099082930.1
WP_189586749.1	WP_189586749.1
WP_189586749.1	WP_106569049.1
WP_146659340.1	WP_146659340.1
WP_154529286.1	WP_154529286.1
WP_154529286.1	WP_009165358.1
WP_154529286.1	WP_078015560.1
WP_129326337.1	WP_129326337.1
WP_129326337.1	WP_125330418.1
WP_198627806.1	WP_198627806.1
WP_198627806.1	WP_198638134.1
WP_118897000.1	WP_118897000.1
WP_055306111.1	WP_055306111.1
WP_084230615.1	WP_084230615.1
WP_153093705.1	WP_153093705.1
WP_153093705.1	WP_094880867.1
WP_076452895.1	WP_076452895.1
WP_044925414.1	WP_044925414.1
WP_044925414.1	WP_227709478.1
WP_146995785.1	WP_146995785.1
WP_146995785.1	WP_026749575.1
WP_146995785.1	WP_146997961.1
WP_055161831.1	WP_055161831.1
WP_135708623.1	WP_135708623.1
WP_135708623.1	WP_012967866.1
WP_063728740.1	WP_063728740.1
WP_134436269.1	WP_134436269.1
WP_015592121.1	WP_015592121.1
WP_002404586.1	WP_002404586.1
WP_057979068.1	WP_057979068.1
WP_108974233.1	WP_108974233.1
WP_141729397.1	WP_141729397.1
WP_173850946.1	WP_173850946.1
WP_173850946.1	WP_108740016.1
WP_203640777.1	WP_203640777.1
WP_232687635.1	WP_232687635.1
WP_169035797.1	WP_169035797.1
WP_160664125.1	WP_160664125.1
WP_075501196.1	WP_075501196.1
WP_041922225.1	WP_041922225.1
WP_162049671.1	WP_162049671.1
WP_169203199.1	WP_169203199.1
WP_140183191.1	WP_140183191.1
WP_159951376.1	WP_159951376.1
WP_209454546.1	WP_209454546.1
WP_227799814.1	WP_227799814.1
WP_144784391.1	WP_144784391.1
WP_144784391.1	WP_104516411.1
WP_147154916.1	WP_147154916.1
WP_232228008.1	WP_232228008.1
WP_053940040.1	WP_053940040.1
WP_111535861.1	WP_111535861.1
WP_013922496.1	WP_013922496.1
WP_013922496.1	WP_004287145.1
WP_013922496.1	WP_044526794.1
WP_013922496.1	WP_159184215.1
WP_013922496.1	WP_042523951.1
WP_013922496.1	WP_222830535.1
WP_013922496.1	WP_014714746.1
WP_013922496.1	WP_012280514.1
WP_012471511.1	WP_012471511.1
WP_195331126.1	WP_195331126.1
WP_002691911.1	WP_002691911.1
WP_035156491.1	WP_035156491.1
WP_126522956.1	WP_126522956.1
WP_126522956.1	WP_050515877.1
WP_126522956.1	WP_096931784.1
WP_126522956.1	WP_129258285.1
WP_073170756.1	WP_073170756.1
WP_058886010.1	WP_058886010.1
WP_173303358.1	WP_173303358.1
WP_173303358.1	WP_033680293.1
WP_173303358.1	WP_172931026.1
WP_173303358.1	WP_138700544.1
WP_173303358.1	WP_239683182.1
WP_173303358.1	WP_226373191.1
WP_173303358.1	WP_023941485.1
WP_173303358.1	WP_000096817.1
WP_173303358.1	WP_050252544.1
WP_173303358.1	WP_172922437.1
WP_173303358.1	WP_223311006.1
WP_173303358.1	WP_226372392.1
WP_173303358.1	WP_240148690.1
WP_173303358.1	WP_000096818.1
WP_173303358.1	WP_054388361.1
WP_173303358.1	WP_023937337.1
WP_173303358.1	WP_003003041.1
WP_173303358.1	WP_172922246.1
WP_173303358.1	WP_243831141.1
WP_173303358.1	WP_173212862.1
WP_173303358.1	WP_223356629.1
WP_173303358.1	WP_023933940.1
WP_173303358.1	WP_166736522.1
WP_173303358.1	WP_172930306.1
WP_173303358.1	WP_101514502.1
WP_032846871.1	WP_032846871.1
WP_032846871.1	WP_070767035.1
WP_032846871.1	WP_099960895.1
WP_147056501.1	WP_147056501.1
WP_131262866.1	WP_131262866.1
WP_069547411.1	WP_069547411.1
WP_003441184.1	WP_003441184.1
WP_101198955.1	WP_101198955.1
WP_101198955.1	WP_158768849.1
WP_108909445.1	WP_108909445.1
WP_237045276.1	WP_237045276.1
WP_022653820.1	WP_022653820.1
WP_006300563.1	WP_006300563.1
WP_093689858.1	WP_093689858.1
WP_002659082.1	WP_002659082.1
WP_002659082.1	WP_015692163.1
WP_010620009.1	WP_010620009.1
WP_119955088.1	WP_119955088.1
WP_021678129.1	WP_021678129.1
WP_246973086.1	WP_246973086.1
WP_082781805.1	WP_082781805.1
WP_082781805.1	WP_043550817.1
WP_082781805.1	WP_062142771.1
WP_082781805.1	WP_086652879.1
WP_082781805.1	WP_082779674.1
WP_082781805.1	WP_082779356.1
WP_053433054.1	WP_053433054.1
WP_035447400.1	WP_035447400.1
WP_017682865.1	WP_017682865.1
WP_053322552.1	WP_053322552.1
WP_129224222.1	WP_129224222.1
WP_203321756.1	WP_203321756.1
WP_118298342.1	WP_118298342.1
WP_207152156.1	WP_207152156.1
WP_060759730.1	WP_060759730.1
WP_187528929.1	WP_187528929.1
WP_159432980.1	WP_159432980.1
WP_101698488.1	WP_101698488.1
WP_214302931.1	WP_214302931.1
WP_157384664.1	WP_157384664.1
WP_111130971.1	WP_111130971.1
WP_047795277.1	WP_047795277.1
WP_078768248.1	WP_078768248.1
WP_102211478.1	WP_102211478.1
WP_102211478.1	WP_125386731.1
WP_102211478.1	WP_237447286.1
WP_118772031.1	WP_118772031.1
WP_187260128.1	WP_187260128.1
WP_121966973.1	WP_121966973.1
WP_138084623.1	WP_138084623.1
WP_112681404.1	WP_112681404.1
WP_090388956.1	WP_090388956.1
WP_208223669.1	WP_208223669.1
WP_208223669.1	WP_072879475.1
WP_208223669.1	WP_224469595.1
WP_208223669.1	WP_224471211.1
WP_213946699.1	WP_213946699.1
WP_036823626.1	WP_036823626.1
WP_085411735.1	WP_085411735.1
WP_190898861.1	WP_190898861.1
WP_234866193.1	WP_234866193.1
WP_219699145.1	WP_219699145.1
WP_147447101.1	WP_147447101.1
WP_146551211.1	WP_146551211.1
WP_173134909.1	WP_173134909.1
WP_158711357.1	WP_158711357.1
WP_194125370.1	WP_194125370.1
WP_142452588.1	WP_142452588.1
WP_148059010.1	WP_148059010.1
WP_071397916.1	WP_071397916.1
WP_055445525.1	WP_055445525.1
WP_189004069.1	WP_189004069.1
WP_153116467.1	WP_153116467.1
WP_175206568.1	WP_175206568.1
WP_175206568.1	WP_076466790.1
WP_175206568.1	WP_063491974.1
WP_081484888.1	WP_081484888.1
WP_229677665.1	WP_229677665.1
WP_075351245.1	WP_075351245.1
WP_003132877.1	WP_003132877.1
WP_028575039.1	WP_028575039.1
WP_020586957.1	WP_020586957.1
WP_092129249.1	WP_092129249.1
WP_129366326.1	WP_129366326.1
WP_129366326.1	WP_090224126.1
WP_129366326.1	WP_089378782.1
WP_026989767.1	WP_026989767.1
WP_108805511.1	WP_108805511.1
WP_126564104.1	WP_126564104.1
WP_126564104.1	WP_161645263.1
WP_223782184.1	WP_223782184.1
WP_042956494.1	WP_042956494.1
WP_233900639.1	WP_233900639.1
WP_224017988.1	WP_224017988.1
WP_009108069.1	WP_009108069.1
WP_188360990.1	WP_188360990.1
WP_209905272.1	WP_209905272.1
WP_193229549.1	WP_193229549.1
WP_193229549.1	WP_206639630.1
WP_193229549.1	WP_029853950.1
WP_139458705.1	WP_139458705.1
WP_139458705.1	WP_202763483.1
WP_139458705.1	WP_071564831.1
WP_139458705.1	WP_202753159.1
WP_130093770.1	WP_130093770.1
WP_125526375.1	WP_125526375.1
WP_109264137.1	WP_109264137.1
WP_179607311.1	WP_179607311.1
WP_009648108.1	WP_009648108.1
WP_100278397.1	WP_100278397.1
WP_097142576.1	WP_097142576.1
WP_140938885.1	WP_140938885.1
WP_057755353.1	WP_057755353.1
WP_193346571.1	WP_193346571.1
WP_090987847.1	WP_090987847.1
WP_153080330.1	WP_153080330.1
WP_153080330.1	WP_218414866.1
WP_153080330.1	WP_144152980.1
WP_154528127.1	WP_154528127.1
WP_159570619.1	WP_159570619.1
WP_024803452.1	WP_024803452.1
WP_214582294.1	WP_214582294.1
WP_207078845.1	WP_207078845.1
WP_034430853.1	WP_034430853.1
WP_206549766.1	WP_206549766.1
WP_238830865.1	WP_238830865.1
WP_192624827.1	WP_192624827.1
WP_197941285.1	WP_197941285.1
WP_176565772.1	WP_176565772.1
WP_205657847.1	WP_205657847.1
WP_017508188.1	WP_017508188.1
WP_017508188.1	WP_147682641.1
WP_017508188.1	WP_144373177.1
WP_109340732.1	WP_109340732.1
WP_089658058.1	WP_089658058.1
WP_089658058.1	WP_191168014.1
WP_089658058.1	WP_095620571.1
WP_089658058.1	WP_076745919.1
WP_089658058.1	WP_163501471.1
WP_099399757.1	WP_099399757.1
WP_099399757.1	WP_125973553.1
WP_099399757.1	WP_130107406.1
WP_099399757.1	WP_046350867.1
WP_111976945.1	WP_111976945.1
WP_148717011.1	WP_148717011.1
WP_137673451.1	WP_137673451.1
WP_137673451.1	WP_055732994.1
WP_137673451.1	WP_221074989.1
WP_137673451.1	WP_016403466.1
WP_183090345.1	WP_183090345.1
WP_121093593.1	WP_121093593.1
WP_237363208.1	WP_237363208.1
WP_237363208.1	WP_215987207.1
WP_237363208.1	WP_126575813.1
WP_237363208.1	WP_159656199.1
WP_237363208.1	WP_006963304.1
WP_237363208.1	WP_239838000.1
WP_237363208.1	WP_042478856.1
WP_237363208.1	WP_103881273.1
WP_237363208.1	WP_112478699.1
WP_237363208.1	WP_096992759.1
WP_237363208.1	WP_114785983.1
WP_237363208.1	WP_045975816.1
WP_237363208.1	WP_076588952.1
WP_237363208.1	WP_019276827.1
WP_237363208.1	WP_038513879.1
WP_237363208.1	WP_176286728.1
WP_237363208.1	WP_021704529.1
WP_237363208.1	WP_237483357.1
WP_237363208.1	WP_031493038.1
WP_237363208.1	WP_093274240.1
WP_237363208.1	WP_047047484.1
WP_237363208.1	WP_009600866.1
WP_237363208.1	WP_138971081.1
WP_237363208.1	WP_239866960.1
WP_237363208.1	WP_004743280.1
WP_237363208.1	WP_125319334.1
WP_237363208.1	WP_010444047.1
WP_237363208.1	WP_053396523.1
WP_237363208.1	WP_120030400.1
WP_237363208.1	WP_008077721.1
WP_237363208.1	WP_005425051.1
WP_237363208.1	WP_182108782.1
WP_237363208.1	WP_194436821.1
WP_237363208.1	WP_006880703.1
WP_237363208.1	WP_021017965.1
WP_237363208.1	WP_182011370.1
WP_237363208.1	WP_053441434.1
WP_237363208.1	WP_014233219.1
WP_237363208.1	WP_005474178.1
WP_237363208.1	WP_176293613.1
WP_237363208.1	WP_004415967.1
WP_237363208.1	WP_167422158.1
WP_237363208.1	WP_114765964.1
WP_237363208.1	WP_162047351.1
WP_237363208.1	WP_053410177.1
WP_237363208.1	WP_020336193.1
WP_237363208.1	WP_061896399.1
WP_237363208.1	WP_039431246.1
WP_237363208.1	WP_193153419.1
WP_237363208.1	WP_094151734.1
WP_237363208.1	WP_103181851.1
WP_237363208.1	WP_130239347.1
WP_237363208.1	WP_017043208.1
WP_237363208.1	WP_013855870.1
WP_026758011.1	WP_026758011.1
WP_153248323.1	WP_153248323.1
WP_215316426.1	WP_215316426.1
WP_215316426.1	WP_173956520.1
WP_046861695.1	WP_046861695.1
WP_087518536.1	WP_087518536.1
WP_087518536.1	WP_010488600.1
WP_087518536.1	WP_069902421.1
WP_158747393.1	WP_158747393.1
WP_114897965.1	WP_114897965.1
WP_090287360.1	WP_090287360.1
WP_115366877.1	WP_115366877.1
WP_154295293.1	WP_154295293.1
WP_149352470.1	WP_149352470.1
WP_149352470.1	WP_133501656.1
WP_149352470.1	WP_133478467.1
WP_149352470.1	WP_115647809.1
WP_181703456.1	WP_181703456.1
WP_025051811.1	WP_025051811.1
WP_034160245.1	WP_034160245.1
WP_034160245.1	WP_183112162.1
WP_034160245.1	WP_187760000.1
WP_119736137.1	WP_119736137.1
WP_201210129.1	WP_201210129.1
WP_201210129.1	WP_153116160.1
WP_201210129.1	WP_200385225.1
WP_086929834.1	WP_086929834.1
WP_158341481.1	WP_158341481.1
WP_203209544.1	WP_203209544.1
WP_203209544.1	WP_025047440.1
WP_203209544.1	WP_037906326.1
WP_203209544.1	WP_120503379.1
WP_150043546.1	WP_150043546.1
WP_121940183.1	WP_121940183.1
WP_187707633.1	WP_187707633.1
WP_176963188.1	WP_176963188.1
WP_176963188.1	WP_176957541.1
WP_019950411.1	WP_019950411.1
WP_106162470.1	WP_106162470.1
WP_106162470.1	WP_139662407.1
WP_106162470.1	WP_068239282.1
WP_106162470.1	WP_167641738.1
WP_106162470.1	WP_005616123.1
WP_106162470.1	WP_126137937.1
WP_106162470.1	WP_239322269.1
WP_106162470.1	WP_011540170.1
WP_141454559.1	WP_141454559.1
WP_141454559.1	WP_183640248.1
WP_141454559.1	WP_079724234.1
WP_173572784.1	WP_173572784.1
WP_173572784.1	WP_010668727.1
WP_173572784.1	WP_099348722.1
WP_173572784.1	WP_077812581.1
WP_173572784.1	WP_173569316.1
WP_173572784.1	WP_232877379.1
WP_173572784.1	WP_166316034.1
WP_127565082.1	WP_127565082.1
WP_127565082.1	WP_188451466.1
WP_183960316.1	WP_183960316.1
WP_235962722.1	WP_235962722.1
WP_242139315.1	WP_242139315.1
WP_242139315.1	WP_010217971.1
WP_242139315.1	WP_010160488.1
WP_091768890.1	WP_091768890.1
WP_013963936.1	WP_013963936.1
WP_013963936.1	WP_011566778.1
WP_108893042.1	WP_108893042.1
WP_209352701.1	WP_209352701.1
WP_209352701.1	WP_198378558.1
WP_209352701.1	WP_188969486.1
WP_209352701.1	WP_211871344.1
WP_133942545.1	WP_133942545.1
WP_133942545.1	WP_172107127.1
WP_133942545.1	WP_039123243.1
WP_128453359.1	WP_128453359.1
WP_128453359.1	WP_031394740.1
WP_128453359.1	WP_056022382.1
WP_128453359.1	WP_056476545.1
WP_128453359.1	WP_132738851.1
WP_128453359.1	WP_176498646.1
WP_128453359.1	WP_056051217.1
WP_128453359.1	WP_151991347.1
WP_128453359.1	WP_107961756.1
WP_128453359.1	WP_107957269.1
WP_128453359.1	WP_055879801.1
WP_128453359.1	WP_056419870.1
WP_128453359.1	WP_132897797.1
WP_128453359.1	WP_093399437.1
WP_128453359.1	WP_056062172.1
WP_128453359.1	WP_147079913.1
WP_183411200.1	WP_183411200.1
WP_018148821.1	WP_018148821.1
WP_235066394.1	WP_235066394.1
WP_092783728.1	WP_092783728.1
WP_211876456.1	WP_211876456.1
WP_088915295.1	WP_088915295.1
WP_088915295.1	WP_086739087.1
WP_088915295.1	WP_073975619.1
WP_098105478.1	WP_098105478.1
WP_054119562.1	WP_054119562.1
WP_180154135.1	WP_180154135.1
WP_077123671.1	WP_077123671.1
WP_077123671.1	WP_015038760.1
WP_077123671.1	WP_033462752.1
WP_077123671.1	WP_003807422.1
WP_077123671.1	WP_026639882.1
WP_077123671.1	WP_218368683.1
WP_077123671.1	WP_207406846.1
WP_077123671.1	WP_028355215.1
WP_077123671.1	WP_230665279.1
WP_077123671.1	WP_094828948.1
WP_077123671.1	WP_086080514.1
WP_077123671.1	WP_094804589.1
WP_077123671.1	WP_144631852.1
WP_077123671.1	WP_066125186.1
WP_077123671.1	WP_066418437.1
WP_018911771.1	WP_018911771.1
WP_160591946.1	WP_160591946.1
WP_007004312.1	WP_007004312.1
WP_109061132.1	WP_109061132.1
WP_029940931.1	WP_029940931.1
WP_211643414.1	WP_211643414.1
WP_050928815.1	WP_050928815.1
WP_184508796.1	WP_184508796.1
WP_184508796.1	WP_184600349.1
WP_184508796.1	WP_179478176.1
WP_189484898.1	WP_189484898.1
WP_189632876.1	WP_189632876.1
WP_241749263.1	WP_241749263.1
WP_179583794.1	WP_179583794.1
WP_077354011.1	WP_077354011.1
WP_077354011.1	WP_013267774.1
WP_077354011.1	WP_209322080.1
WP_114639761.1	WP_114639761.1
WP_125255321.1	WP_125255321.1
WP_227305586.1	WP_227305586.1
WP_227305586.1	WP_227319580.1
WP_159990219.1	WP_159990219.1
WP_055791509.1	WP_055791509.1
WP_055791509.1	WP_242118212.1
WP_055791509.1	WP_242414442.1
WP_055791509.1	WP_056397900.1
WP_055791509.1	WP_056459230.1
WP_055791509.1	WP_056001935.1
WP_055791509.1	WP_242197219.1
WP_055791509.1	WP_055762125.1
WP_055791509.1	WP_066688424.1
WP_205235254.1	WP_205235254.1
WP_085787062.1	WP_085787062.1
WP_166576534.1	WP_166576534.1
WP_245572043.1	WP_245572043.1
WP_151809470.1	WP_151809470.1
WP_151809470.1	WP_004940626.1
WP_151809470.1	WP_004924350.1
WP_092230754.1	WP_092230754.1
WP_164788638.1	WP_164788638.1
WP_187629399.1	WP_187629399.1
WP_241685371.1	WP_241685371.1
WP_139590803.1	WP_139590803.1
WP_000342988.1	WP_000342988.1
WP_018871336.1	WP_018871336.1
WP_018871336.1	WP_028492437.1
WP_018871336.1	WP_077244551.1
WP_018871336.1	WP_018947753.1
WP_018871336.1	WP_024330010.1
WP_018871336.1	WP_110620055.1
WP_018871336.1	WP_026332906.1
WP_018871336.1	WP_019020981.1
WP_180809557.1	WP_180809557.1
WP_061313689.1	WP_061313689.1
WP_002285529.1	WP_002285529.1
WP_133578407.1	WP_133578407.1
WP_219928560.1	WP_219928560.1
WP_005099815.1	WP_005099815.1
WP_005099815.1	WP_004878077.1
WP_005099815.1	WP_247142973.1
WP_182223743.1	WP_182223743.1
WP_109874068.1	WP_109874068.1
WP_208907572.1	WP_208907572.1
WP_006309560.1	WP_006309560.1
WP_161456107.1	WP_161456107.1
WP_119027029.1	WP_119027029.1
WP_210682737.1	WP_210682737.1
WP_197201077.1	WP_197201077.1
WP_182940561.1	WP_182940561.1
WP_207984747.1	WP_207984747.1
WP_044778799.1	WP_044778799.1
WP_078736500.1	WP_078736500.1
WP_055149473.1	WP_055149473.1
WP_226871649.1	WP_226871649.1
WP_057881046.1	WP_057881046.1
WP_099644663.1	WP_099644663.1
WP_183350401.1	WP_183350401.1
WP_118901445.1	WP_118901445.1
WP_200227886.1	WP_200227886.1
WP_153045474.1	WP_153045474.1
WP_227283810.1	WP_227283810.1
WP_059086319.1	WP_059086319.1
WP_048847486.1	WP_048847486.1
WP_052153849.1	WP_052153849.1
WP_225864977.1	WP_225864977.1
WP_225864977.1	WP_022978860.1
WP_225864977.1	WP_151121986.1
WP_207321492.1	WP_207321492.1
WP_070079617.1	WP_070079617.1
WP_070079617.1	WP_070071460.1
WP_070079617.1	WP_038088090.1
WP_008914145.1	WP_008914145.1
WP_008914145.1	WP_014657213.1
WP_008914145.1	WP_154624173.1
WP_008914145.1	WP_140179830.1
WP_008914145.1	WP_008913589.1
WP_008914145.1	WP_068438107.1
WP_008914145.1	WP_154599576.1
WP_008914145.1	WP_006660561.1
WP_008914145.1	WP_206085785.1
WP_008914145.1	WP_198635155.1
WP_008914145.1	WP_196719877.1
WP_008914145.1	WP_004906947.1
WP_008914145.1	WP_215954282.1
WP_008914145.1	WP_225820396.1
WP_008914145.1	WP_042846715.1
WP_008914145.1	WP_166686664.1
WP_008914145.1	WP_006816198.1
WP_008914145.1	WP_004924309.1
WP_168108363.1	WP_168108363.1
WP_228345859.1	WP_228345859.1
WP_126598600.1	WP_126598600.1
WP_173121866.1	WP_173121866.1
WP_024951533.1	WP_024951533.1
WP_024951533.1	WP_077379671.1
WP_024951533.1	WP_176493815.1
WP_024951533.1	WP_213114368.1
WP_024951533.1	WP_043331620.1
WP_024951533.1	WP_158772388.1
WP_183368129.1	WP_183368129.1
WP_220495573.1	WP_220495573.1
WP_125243292.1	WP_125243292.1
WP_149317143.1	WP_149317143.1
WP_149317143.1	WP_222202437.1
WP_149317143.1	WP_006579211.1
WP_149317143.1	WP_144831474.1
WP_149317143.1	WP_222241029.1
WP_216053948.1	WP_216053948.1
WP_196160041.1	WP_196160041.1
WP_196160041.1	WP_008042281.1
WP_220062526.1	WP_220062526.1
WP_220062526.1	WP_202723677.1
WP_220062526.1	WP_012157402.1
WP_220062526.1	WP_012275179.1
WP_220062526.1	WP_234201575.1
WP_220062526.1	WP_220069539.1
WP_220062526.1	WP_239846277.1
WP_220062526.1	WP_011867598.1
WP_220062526.1	WP_041509750.1
WP_220062526.1	WP_110456880.1
WP_220062526.1	WP_028764345.1
WP_220062526.1	WP_033540829.1
WP_220062526.1	WP_239854129.1
WP_220062526.1	WP_160798284.1
WP_220062526.1	WP_239881515.1
WP_220062526.1	WP_169564987.1
WP_220062526.1	WP_101092003.1
WP_220062526.1	WP_202287191.1
WP_220062526.1	WP_020910309.1
WP_220062526.1	WP_188922343.1
WP_220062526.1	WP_129978872.1
WP_220062526.1	WP_208148622.1
WP_220062526.1	WP_025010842.1
WP_220062526.1	WP_208142339.1
WP_220062526.1	WP_144167688.1
WP_220062526.1	WP_028773776.1
WP_220062526.1	WP_144040819.1
WP_220062526.1	WP_126168914.1
WP_220062526.1	WP_011758185.1
WP_220062526.1	WP_203325581.1
WP_220062526.1	WP_220066243.1
WP_220062526.1	WP_214508383.1
WP_220062526.1	WP_025822834.1
WP_013292210.1	WP_013292210.1
WP_187081885.1	WP_187081885.1
WP_014236376.1	WP_014236376.1
WP_014236376.1	WP_109040776.1
WP_241397320.1	WP_241397320.1
WP_046796705.1	WP_046796705.1
WP_046796705.1	WP_148143820.1
WP_106730310.1	WP_106730310.1
WP_243217494.1	WP_243217494.1
WP_085283949.1	WP_085283949.1
WP_174804249.1	WP_174804249.1
WP_174804249.1	WP_045679789.1
WP_174804249.1	WP_200335981.1
WP_174804249.1	WP_018065298.1
WP_174804249.1	WP_138746746.1
WP_174804249.1	WP_024707599.1
WP_174804249.1	WP_183483101.1
WP_174804249.1	WP_180902304.1
WP_174804249.1	WP_230721517.1
WP_130602998.1	WP_130602998.1
WP_238746418.1	WP_238746418.1
WP_121155606.1	WP_121155606.1
WP_213875657.1	WP_213875657.1
WP_158343124.1	WP_158343124.1
WP_185979211.1	WP_185979211.1
WP_198263256.1	WP_198263256.1
WP_204214886.1	WP_204214886.1
WP_210560375.1	WP_210560375.1
WP_210560375.1	WP_155696382.1
WP_128564323.1	WP_128564323.1
WP_128564323.1	WP_093568660.1
WP_128564323.1	WP_099906705.1
WP_128564323.1	WP_135417011.1
WP_128564323.1	WP_099953518.1
WP_128564323.1	WP_048449784.1
WP_128564323.1	WP_048467971.1
WP_128564323.1	WP_236987736.1
WP_128564323.1	WP_165085903.1
WP_128564323.1	WP_109960693.1
WP_128564323.1	WP_109973598.1
WP_128564323.1	WP_091750456.1
WP_128564323.1	WP_048431347.1
WP_128564323.1	WP_060845317.1
WP_128564323.1	WP_203153101.1
WP_128564323.1	WP_048445711.1
WP_128564323.1	WP_048437546.1
WP_128564323.1	WP_238240811.1
WP_128564323.1	WP_127727385.1
WP_128564323.1	WP_012331306.1
WP_128564323.1	WP_015927704.1
WP_004326030.1	WP_004326030.1
WP_004326030.1	WP_004381876.1
WP_239237676.1	WP_239237676.1
WP_239025091.1	WP_239025091.1
WP_019216307.1	WP_019216307.1
WP_019216307.1	WP_058444126.1
WP_019216307.1	WP_115221851.1
WP_163495235.1	WP_163495235.1
WP_142663241.1	WP_142663241.1
WP_201170181.1	WP_201170181.1
WP_201170181.1	WP_011814011.1
WP_153166307.1	WP_153166307.1
WP_153166307.1	WP_096449029.1
WP_152577532.1	WP_152577532.1
WP_065563714.1	WP_065563714.1
WP_065563714.1	WP_086359128.1
WP_065563714.1	WP_034883175.1
WP_065563714.1	WP_110448509.1
WP_065563714.1	WP_065613842.1
WP_065563714.1	WP_034900765.1
WP_065563714.1	WP_144189202.1
WP_065563714.1	WP_086320457.1
WP_065563714.1	WP_086362958.1
WP_197917799.1	WP_197917799.1
WP_119335285.1	WP_119335285.1
WP_119335285.1	WP_217125492.1
WP_188909420.1	WP_188909420.1
WP_092859702.1	WP_092859702.1
WP_016352422.1	WP_016352422.1
WP_100161851.1	WP_100161851.1
WP_024281408.1	WP_024281408.1
WP_024281408.1	WP_138400718.1
WP_024281408.1	WP_149577974.1
WP_024281408.1	WP_168458696.1
WP_024281408.1	WP_203195085.1
WP_058313570.1	WP_058313570.1
WP_088518419.1	WP_088518419.1
WP_234177640.1	WP_234177640.1
WP_234177640.1	WP_011049559.1
WP_234177640.1	WP_234182153.1
WP_234177640.1	WP_234139143.1
WP_234177640.1	WP_234220899.1
WP_234177640.1	WP_234169249.1
WP_234177640.1	WP_093032392.1
WP_102246301.1	WP_102246301.1
WP_095996351.1	WP_095996351.1
WP_027311647.1	WP_027311647.1
WP_126176531.1	WP_126176531.1
WP_182500595.1	WP_182500595.1
WP_151179897.1	WP_151179897.1
WP_223083955.1	WP_223083955.1
WP_071540925.1	WP_071540925.1
WP_071540925.1	WP_171785727.1
WP_071540925.1	WP_003641890.1
WP_071540925.1	WP_072557775.1
WP_071540925.1	WP_003643737.1
WP_137010313.1	WP_137010313.1
WP_203640389.1	WP_203640389.1
WP_111828109.1	WP_111828109.1
WP_065223356.1	WP_065223356.1
WP_048837443.1	WP_048837443.1
WP_021837698.1	WP_021837698.1
WP_014002666.1	WP_014002666.1
WP_000146510.1	WP_000146510.1
WP_000146510.1	WP_242413785.1
WP_000146510.1	WP_107548189.1
WP_000146510.1	WP_101021378.1
WP_000146510.1	WP_002459632.1
WP_226293631.1	WP_226293631.1
WP_122057651.1	WP_122057651.1
WP_117885329.1	WP_117885329.1
WP_235764583.1	WP_235764583.1
WP_097278229.1	WP_097278229.1
WP_169840081.1	WP_169840081.1
WP_013687858.1	WP_013687858.1
WP_186900382.1	WP_186900382.1
